Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
4,3,32,16,1,16,0.5
5,3,32,8,1,8,0.25
8,2,32,8,1,8,0.25
9,3,16,4,1,4,0.25
10,3,16,8,1,8,0.5
11,3,32,8,1,8,0.25
14,3,32,16,1,16,0.5
17,2,32,16,1,16,0.5
18,3,16,8,1,8,0.5
19,2,32,8,1,8,0.25
21,3,16,4,1,4,0.25
24,3,32,8,1,8,0.25
25,2,16,8,1,8,0.5
27,3,32,8,1,8,0.25
28,2,16,4,1,4,0.25
29,2,16,4,1,4,0.25
30,3,32,3,1,3,0.09375
33,3,32,16,1,16,0.5
35,2,16,8,1,8,0.5
36,2,32,2,1,2,0.0625
40,2,32,3,1,3,0.09375
41,3,32,3,1,3,0.09375
42,2,32,16,1,16,0.5
43,2,16,8,1,8,0.5
44,3,16,8,1,8,0.5
46,2,32,16,1,16,0.5
47,2,32,8,1,8,0.25
48,2,16,4,1,4,0.25
3,2,16,1,1,1,0.0625
4,3,32,16,1,16,0.5
6,3,16,1,1,1,0.0625
7,2,16,2,1,2,0.125
13,3,16,1,1,1,0.0625
15,3,32,2,1,2,0.0625
17,2,32,16,1,16,0.5
18,3,16,8,1,8,0.5
21,3,16,4,1,4,0.25
22,3,32,3,1,3,0.09375
25,2,16,8,1,8,0.5
29,2,16,4,1,4,0.25
30,3,32,3,1,3,0.09375
35,2,16,8,1,8,0.5
36,2,32,2,1,2,0.0625
37,3,16,2,1,2,0.125
38,3,16,2,1,2,0.125
39,2,32,2,1,2,0.0625
40,2,32,3,1,3,0.09375
41,3,32,3,1,3,0.09375
42,2,32,16,1,16,0.5
44,3,16,8,1,8,0.5
47,2,32,8,1,8,0.25
48,2,16,4,1,4,0.25
