Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
2,2,32,8,1,8,0.25
3,2,16,8,1,8,0.5
6,3,16,8,1,8,0.5
7,2,32,8,1,8,0.25
8,3,16,8,1,8,0.5
10,3,32,8,1,8,0.25
11,3,16,4,1,4,0.25
13,3,16,8,1,8,0.5
14,2,32,16,1,16,0.5
16,2,16,8,1,8,0.5
20,2,32,16,1,16,0.5
26,2,16,8,1,8,0.5
27,2,32,8,1,8,0.25
36,2,16,8,1,8,0.5
37,3,16,8,1,8,0.5
42,3,16,8,1,8,0.5
43,3,16,8,1,8,0.5
1,3,16,2,1,2,0.125
6,3,32,8,1,8,0.25
8,3,32,16,1,16,0.5
13,3,32,8,1,8,0.25
15,3,32,3,1,3,0.09375
18,3,16,4,1,4,0.25
19,2,16,4,1,4,0.25
20,3,32,16,1,16,0.5
22,2,32,3,1,3,0.09375
23,2,16,1,1,1,0.0625
26,2,16,2,1,2,0.125
27,3,16,1,1,1,0.0625
29,2,16,2,1,2,0.125
30,3,32,16,1,16,0.5
31,2,32,16,1,16,0.5
35,3,32,16,1,16,0.5
39,2,16,8,1,8,0.5
41,2,16,2,1,2,0.125
42,2,16,2,1,2,0.125
43,2,32,16,1,16,0.5
44,2,16,8,1,8,0.5
45,2,32,16,1,16,0.5
48,3,32,2,1,2,0.0625
