Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
6,3,32,0,0,2,0.0625
16,3,32,0,0,2,0.0625
46,2,16,0,0,2,0.125
1,3,32,0,0,2,0.0625
2,3,16,0,0,8,0.5
4,2,16,0,0,2,0.125
7,3,32,0,0,3,0.09375
12,2,32,0,0,3,0.09375
13,3,16,0,0,2,0.125
16,3,16,0,0,4,0.25
19,2,32,0,0,16,0.5
21,3,16,0,0,2,0.125
22,2,32,0,0,16,0.5
27,3,32,0,0,8,0.25
29,3,16,0,0,8,0.5
30,2,16,0,0,2,0.125
33,2,32,0,0,8,0.25
35,3,32,0,0,2,0.0625
36,2,16,0,0,8,0.5
37,3,16,0,0,2,0.125
40,3,32,0,0,16,0.5
41,2,32,0,0,8,0.25
42,2,32,0,0,8,0.25
43,2,32,0,0,2,0.0625
44,3,16,0,0,1,0.0625
45,2,16,0,0,2,0.125
47,3,16,0,0,4,0.25
48,3,32,0,0,16,0.5
