Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
5,3,16,8,1,8,0.5
7,2,32,16,1,16,0.5
8,2,16,8,1,8,0.5
11,3,16,8,1,8,0.5
14,3,32,8,1,8,0.25
17,2,16,8,1,8,0.5
22,3,32,16,1,16,0.5
29,2,16,8,1,8,0.5
36,3,32,16,1,16,0.5
38,2,16,8,1,8,0.5
40,2,32,16,1,16,0.5
41,3,32,16,1,16,0.5
46,3,16,4,1,4,0.25
47,3,32,16,1,16,0.5
1,2,32,16,1,16,0.5
2,3,16,1,1,1,0.0625
3,3,16,8,1,8,0.5
4,2,16,8,1,8,0.5
5,2,32,3,1,3,0.09375
8,2,32,2,1,2,0.0625
9,3,16,2,1,2,0.125
10,3,32,16,1,16,0.5
11,2,32,2,1,2,0.0625
15,3,16,4,1,4,0.25
16,3,16,4,1,4,0.25
17,3,16,8,1,8,0.5
18,3,32,2,1,2,0.0625
19,2,32,8,1,8,0.25
20,3,32,2,1,2,0.0625
25,2,32,3,1,3,0.09375
27,2,32,2,1,2,0.0625
30,2,16,2,1,2,0.125
32,2,16,1,1,1,0.0625
35,2,16,4,1,4,0.25
38,2,16,4,1,4,0.25
39,3,16,1,1,1,0.0625
40,3,16,2,1,2,0.125
42,3,32,8,1,8,0.25
43,3,32,8,1,8,0.25
45,3,16,2,1,2,0.125
48,3,32,3,1,3,0.09375
