Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
2,3,32,0,0,2,0.0625
3,3,32,0,0,3,0.09375
4,2,16,0,0,4,0.25
5,3,16,0,0,4,0.25
6,2,32,0,0,3,0.09375
7,2,32,0,0,8,0.25
8,3,32,0,0,8,0.25
10,3,32,0,0,8,0.25
11,3,32,0,0,2,0.0625
12,3,16,0,0,2,0.125
13,2,32,0,0,8,0.25
15,3,16,0,0,4,0.25
16,2,32,0,0,2,0.0625
17,3,32,0,0,2,0.0625
18,3,16,0,0,2,0.125
19,3,16,0,0,1,0.0625
21,2,32,0,0,8,0.25
23,2,32,0,0,3,0.09375
25,3,16,0,0,4,0.25
27,2,32,0,0,8,0.25
28,2,32,0,0,2,0.0625
29,2,16,0,0,1,0.0625
30,3,32,0,0,3,0.09375
31,3,16,0,0,4,0.25
33,2,16,0,0,4,0.25
34,2,32,0,0,2,0.0625
35,2,16,0,0,8,0.5
36,2,16,0,0,2,0.125
38,3,32,0,0,2,0.0625
40,3,16,0,0,1,0.0625
41,2,32,0,0,2,0.0625
42,2,32,0,0,3,0.09375
44,2,16,0,0,2,0.125
45,3,32,0,0,3,0.09375
46,3,16,0,0,2,0.125
47,2,32,0,0,2,0.0625
48,2,16,0,0,2,0.125
4,3,16,0,0,8,0.5
5,2,32,0,0,16,0.5
6,2,32,0,0,16,0.5
8,3,32,0,0,3,0.09375
10,2,32,0,0,2,0.0625
12,3,16,0,0,8,0.5
13,3,32,0,0,2,0.0625
14,3,16,0,0,4,0.25
17,2,32,0,0,8,0.25
18,3,32,0,0,3,0.09375
20,3,32,0,0,16,0.5
21,2,32,0,0,8,0.25
22,3,16,0,0,1,0.0625
25,3,32,0,0,8,0.25
26,3,32,0,0,3,0.09375
27,3,16,0,0,1,0.0625
29,3,32,0,0,16,0.5
31,2,32,0,0,2,0.0625
33,2,32,0,0,16,0.5
39,2,16,0,0,8,0.5
42,3,32,0,0,16,0.5
43,2,16,0,0,8,0.5
44,2,16,0,0,8,0.5
45,3,32,0,0,8,0.25
46,2,32,0,0,3,0.09375
48,2,32,0,0,3,0.09375
