Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
3,2,32,8,1,8,0.25
4,2,16,2,1,2,0.125
7,3,16,2,1,2,0.125
8,3,16,8,1,8,0.5
10,3,32,2,1,2,0.0625
13,3,32,16,1,16,0.5
14,3,16,2,1,2,0.125
15,3,32,3,1,3,0.09375
16,3,32,16,1,16,0.5
19,3,16,4,1,4,0.25
20,3,16,8,1,8,0.5
21,2,16,1,1,1,0.0625
23,3,16,4,1,4,0.25
25,3,32,16,1,16,0.5
29,2,16,4,1,4,0.25
35,3,16,1,1,1,0.0625
36,2,32,8,1,8,0.25
37,2,16,4,1,4,0.25
38,2,32,16,1,16,0.5
39,3,32,3,1,3,0.09375
40,3,32,8,1,8,0.25
42,3,16,1,1,1,0.0625
48,2,16,8,1,8,0.5
3,2,16,2,1,2,0.125
5,3,16,8,1,8,0.5
6,3,32,2,1,2,0.0625
13,2,16,4,1,4,0.25
15,2,16,8,1,8,0.5
17,2,32,16,1,16,0.5
22,3,16,8,1,8,0.5
25,2,16,1,1,1,0.0625
27,2,32,2,1,2,0.0625
29,3,16,1,1,1,0.0625
31,2,32,8,1,8,0.25
32,3,16,4,1,4,0.25
34,3,16,2,1,2,0.125
37,3,16,8,1,8,0.5
39,2,32,3,1,3,0.09375
40,2,16,8,1,8,0.5
42,3,32,3,1,3,0.09375
