Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
2,2,32,8,1,8,0.25
4,3,32,8,1,8,0.25
5,2,16,4,1,4,0.25
6,2,32,16,1,16,0.5
7,3,16,8,1,8,0.5
8,2,32,16,1,16,0.5
9,2,16,8,1,8,0.5
10,3,16,4,1,4,0.25
11,3,32,3,1,3,0.09375
12,2,32,2,1,2,0.0625
13,3,32,8,1,8,0.25
14,2,16,1,1,1,0.0625
16,2,32,2,1,2,0.0625
19,2,16,1,1,1,0.0625
21,3,32,16,1,16,0.5
23,2,16,2,1,2,0.125
25,3,16,4,1,4,0.25
26,3,16,8,1,8,0.5
27,2,16,8,1,8,0.5
29,3,32,8,1,8,0.25
31,3,32,16,1,16,0.5
33,2,16,4,1,4,0.25
34,2,32,3,1,3,0.09375
35,2,16,4,1,4,0.25
36,3,32,16,1,16,0.5
37,2,16,2,1,2,0.125
38,2,32,2,1,2,0.0625
40,2,16,8,1,8,0.5
41,2,16,2,1,2,0.125
43,2,32,3,1,3,0.09375
44,2,16,8,1,8,0.5
45,3,32,8,1,8,0.25
48,3,32,3,1,3,0.09375
6,2,16,4,1,4,0.25
9,3,32,3,1,3,0.09375
15,3,16,1,1,1,0.0625
16,3,16,4,1,4,0.25
19,2,32,2,1,2,0.0625
20,3,32,3,1,3,0.09375
23,3,16,2,1,2,0.125
25,2,32,2,1,2,0.0625
27,3,16,2,1,2,0.125
28,2,16,8,1,8,0.5
30,2,32,2,1,2,0.0625
32,2,16,2,1,2,0.125
35,3,32,16,1,16,0.5
36,2,32,8,1,8,0.25
39,2,32,3,1,3,0.09375
40,3,32,16,1,16,0.5
41,2,32,8,1,8,0.25
43,3,32,3,1,3,0.09375
44,3,16,4,1,4,0.25
45,2,32,8,1,8,0.25
46,2,16,4,1,4,0.25
47,3,16,8,1,8,0.5
48,3,32,2,1,2,0.0625
