Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,3,16,2,1,2,0.125
2,3,32,8,1,8,0.25
5,2,16,4,1,4,0.25
6,2,32,8,1,8,0.25
9,3,16,4,1,4,0.25
11,3,32,16,1,16,0.5
13,2,32,16,1,16,0.5
15,2,16,8,1,8,0.5
17,2,16,8,1,8,0.5
18,2,16,4,1,4,0.25
19,2,16,4,1,4,0.25
20,3,32,16,1,16,0.5
22,3,32,8,1,8,0.25
25,2,16,8,1,8,0.5
27,2,16,4,1,4,0.25
30,3,32,8,1,8,0.25
31,3,16,4,1,4,0.25
33,3,32,16,1,16,0.5
34,3,16,8,1,8,0.5
35,2,32,16,1,16,0.5
38,3,32,8,1,8,0.25
39,2,32,16,1,16,0.5
47,2,32,8,1,8,0.25
48,3,32,16,1,16,0.5
1,2,32,3,1,3,0.09375
2,3,16,1,1,1,0.0625
3,2,32,3,1,3,0.09375
7,2,16,4,1,4,0.25
10,3,16,8,1,8,0.5
11,2,16,4,1,4,0.25
17,3,32,8,1,8,0.25
20,3,32,8,1,8,0.25
24,2,32,8,1,8,0.25
25,3,16,1,1,1,0.0625
29,3,16,2,1,2,0.125
31,2,16,2,1,2,0.125
32,2,16,8,1,8,0.5
34,3,16,8,1,8,0.5
37,3,16,1,1,1,0.0625
38,3,16,2,1,2,0.125
41,2,16,8,1,8,0.5
42,3,16,4,1,4,0.25
44,2,32,16,1,16,0.5
45,3,32,16,1,16,0.5
47,2,32,16,1,16,0.5
