Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,2,16,0,0,1,0.0625
3,2,32,0,0,16,0.5
8,3,32,0,0,16,0.5
9,2,16,0,0,1,0.0625
13,2,32,0,0,16,0.5
16,3,32,0,0,16,0.5
17,3,32,0,0,2,0.0625
19,2,32,0,0,3,0.09375
22,2,32,0,0,2,0.0625
24,3,16,0,0,2,0.125
25,3,16,0,0,2,0.125
27,3,32,0,0,8,0.25
28,2,32,0,0,16,0.5
29,3,32,0,0,3,0.09375
32,2,32,0,0,8,0.25
33,2,16,0,0,1,0.0625
37,3,16,0,0,8,0.5
42,3,32,0,0,8,0.25
43,3,16,0,0,8,0.5
45,3,16,0,0,1,0.0625
46,3,16,0,0,4,0.25
47,2,16,0,0,2,0.125
48,2,32,0,0,8,0.25
