Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,3,32,16,1,16,0.5
2,2,32,3,1,3,0.09375
3,3,32,8,1,8,0.25
4,2,32,16,1,16,0.5
5,3,16,4,1,4,0.25
6,2,32,16,1,16,0.5
7,2,32,16,1,16,0.5
9,3,32,8,1,8,0.25
10,3,32,3,1,3,0.09375
12,3,32,16,1,16,0.5
15,2,16,4,1,4,0.25
17,2,16,4,1,4,0.25
18,2,16,8,1,8,0.5
19,3,32,16,1,16,0.5
21,3,16,8,1,8,0.5
23,3,32,3,1,3,0.09375
27,2,16,2,1,2,0.125
28,2,32,2,1,2,0.0625
30,2,32,16,1,16,0.5
37,2,16,4,1,4,0.25
38,3,32,16,1,16,0.5
39,3,16,4,1,4,0.25
41,3,16,4,1,4,0.25
44,2,16,4,1,4,0.25
45,3,32,16,1,16,0.5
46,2,16,4,1,4,0.25
48,2,16,8,1,8,0.5
2,3,32,2,1,2,0.0625
5,2,16,1,1,1,0.0625
8,2,16,1,1,1,0.0625
9,3,16,1,1,1,0.0625
10,2,32,3,1,3,0.09375
11,3,32,16,1,16,0.5
12,3,32,3,1,3,0.09375
13,2,32,16,1,16,0.5
14,2,32,8,1,8,0.25
15,3,16,2,1,2,0.125
16,3,32,8,1,8,0.25
17,3,32,16,1,16,0.5
19,3,16,2,1,2,0.125
22,3,32,16,1,16,0.5
26,2,16,2,1,2,0.125
27,2,32,2,1,2,0.0625
28,2,32,8,1,8,0.25
33,2,32,2,1,2,0.0625
36,2,16,8,1,8,0.5
40,3,16,4,1,4,0.25
42,3,32,2,1,2,0.0625
43,3,32,3,1,3,0.09375
47,3,32,8,1,8,0.25
48,2,16,1,1,1,0.0625
