Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
2,3,16,4,1,4,0.25
3,2,16,8,1,8,0.5
10,2,16,8,1,8,0.5
12,3,16,8,1,8,0.5
16,3,32,8,1,8,0.25
17,2,16,4,1,4,0.25
19,2,32,8,1,8,0.25
24,3,32,16,1,16,0.5
25,3,32,16,1,16,0.5
26,3,16,4,1,4,0.25
27,3,16,8,1,8,0.5
28,2,16,8,1,8,0.5
29,2,16,8,1,8,0.5
30,3,16,4,1,4,0.25
33,3,16,4,1,4,0.25
34,2,16,4,1,4,0.25
38,3,16,8,1,8,0.5
42,2,32,8,1,8,0.25
43,2,32,16,1,16,0.5
44,3,16,4,1,4,0.25
47,2,32,8,1,8,0.25
48,2,16,4,1,4,0.25
6,2,16,1,1,1,0.0625
7,3,16,2,1,2,0.125
8,2,32,16,1,16,0.5
9,2,32,3,1,3,0.09375
10,3,16,2,1,2,0.125
11,3,32,2,1,2,0.0625
13,2,16,2,1,2,0.125
14,2,16,8,1,8,0.5
15,3,32,16,1,16,0.5
16,3,16,8,1,8,0.5
17,2,16,1,1,1,0.0625
19,2,32,8,1,8,0.25
21,2,16,2,1,2,0.125
22,3,16,8,1,8,0.5
24,3,16,2,1,2,0.125
26,2,32,3,1,3,0.09375
27,2,16,4,1,4,0.25
28,2,16,1,1,1,0.0625
30,2,32,16,1,16,0.5
33,2,32,2,1,2,0.0625
35,3,16,1,1,1,0.0625
36,3,16,4,1,4,0.25
37,2,16,1,1,1,0.0625
38,3,16,4,1,4,0.25
40,2,16,8,1,8,0.5
46,2,32,3,1,3,0.09375
48,2,32,8,1,8,0.25
