Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
5,2,16,0,0,2,0.125
10,2,16,0,0,2,0.125
12,2,32,0,0,3,0.09375
14,3,32,0,0,2,0.0625
16,2,32,0,0,8,0.25
17,3,32,0,0,2,0.0625
18,3,32,0,0,2,0.0625
19,2,16,0,0,1,0.0625
21,2,32,0,0,3,0.09375
22,3,32,0,0,2,0.0625
23,3,16,0,0,4,0.25
24,3,16,0,0,4,0.25
29,3,16,0,0,4,0.25
30,2,16,0,0,4,0.25
39,2,16,0,0,1,0.0625
42,2,16,0,0,2,0.125
45,3,32,0,0,2,0.0625
46,2,32,0,0,2,0.0625
47,3,16,0,0,2,0.125
48,3,32,0,0,3,0.09375
1,2,16,0,0,1,0.0625
2,2,16,0,0,4,0.25
3,3,16,0,0,1,0.0625
6,3,32,0,0,2,0.0625
7,2,32,0,0,2,0.0625
9,2,16,0,0,2,0.125
10,3,32,0,0,16,0.5
12,2,32,0,0,2,0.0625
15,2,32,0,0,3,0.09375
18,3,32,0,0,16,0.5
20,3,32,0,0,16,0.5
22,3,32,0,0,8,0.25
23,3,32,0,0,8,0.25
24,2,32,0,0,3,0.09375
25,2,16,0,0,2,0.125
26,3,16,0,0,4,0.25
28,3,16,0,0,8,0.5
29,2,32,0,0,8,0.25
34,3,32,0,0,3,0.09375
35,3,32,0,0,16,0.5
36,3,32,0,0,3,0.09375
39,2,16,0,0,8,0.5
41,2,32,0,0,16,0.5
42,3,32,0,0,3,0.09375
44,2,32,0,0,8,0.25
48,2,16,0,0,8,0.5
