Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,3,16,0,0,4,0.25
13,3,32,0,0,2,0.0625
1,3,32,0,0,8,0.25
2,2,32,0,0,8,0.25
3,3,16,0,0,4,0.25
7,3,32,0,0,8,0.25
8,3,16,0,0,8,0.5
12,3,32,0,0,16,0.5
13,2,32,0,0,8,0.25
15,3,32,0,0,16,0.5
16,2,32,0,0,3,0.09375
17,2,16,0,0,4,0.25
19,2,16,0,0,1,0.0625
21,3,16,0,0,1,0.0625
22,2,16,0,0,8,0.5
23,2,16,0,0,4,0.25
25,2,32,0,0,16,0.5
26,2,16,0,0,8,0.5
27,2,16,0,0,2,0.125
28,2,16,0,0,1,0.0625
29,2,16,0,0,8,0.5
30,3,32,0,0,3,0.09375
32,2,16,0,0,1,0.0625
33,3,32,0,0,8,0.25
35,3,16,0,0,8,0.5
37,3,32,0,0,3,0.09375
39,2,16,0,0,2,0.125
40,3,32,0,0,2,0.0625
44,2,16,0,0,8,0.5
46,3,16,0,0,2,0.125
