Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,3,32,2,1,2,0.0625
4,2,16,1,1,1,0.0625
7,2,32,2,1,2,0.0625
8,3,16,2,1,2,0.125
9,2,16,1,1,1,0.0625
10,3,16,4,1,4,0.25
11,2,32,2,1,2,0.0625
13,2,32,3,1,3,0.09375
14,3,16,1,1,1,0.0625
18,2,32,2,1,2,0.0625
21,2,16,4,1,4,0.25
22,2,32,16,1,16,0.5
23,2,16,2,1,2,0.125
24,2,16,4,1,4,0.25
25,2,32,3,1,3,0.09375
26,3,32,3,1,3,0.09375
27,2,32,16,1,16,0.5
28,3,32,3,1,3,0.09375
32,2,16,2,1,2,0.125
33,2,16,4,1,4,0.25
34,2,32,16,1,16,0.5
39,2,32,2,1,2,0.0625
40,3,16,1,1,1,0.0625
41,3,16,1,1,1,0.0625
42,3,32,2,1,2,0.0625
45,2,32,3,1,3,0.09375
47,2,32,8,1,8,0.25
3,3,32,3,1,3,0.09375
4,2,32,3,1,3,0.09375
7,2,16,4,1,4,0.25
9,2,32,16,1,16,0.5
10,3,16,8,1,8,0.5
14,3,16,8,1,8,0.5
17,3,16,4,1,4,0.25
18,2,32,16,1,16,0.5
19,2,16,1,1,1,0.0625
21,2,32,3,1,3,0.09375
22,2,32,8,1,8,0.25
24,3,32,2,1,2,0.0625
25,2,32,8,1,8,0.25
30,3,16,1,1,1,0.0625
34,3,32,16,1,16,0.5
36,2,16,4,1,4,0.25
38,3,16,4,1,4,0.25
39,3,16,4,1,4,0.25
41,3,32,3,1,3,0.09375
42,3,16,1,1,1,0.0625
43,3,32,2,1,2,0.0625
47,3,32,16,1,16,0.5
48,3,16,4,1,4,0.25
