Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
2,3,16,8,1,8,0.5
3,3,32,8,1,8,0.25
5,3,32,16,1,16,0.5
8,2,32,8,1,8,0.25
12,3,32,16,1,16,0.5
13,3,16,4,1,4,0.25
15,2,32,16,1,16,0.5
16,3,16,8,1,8,0.5
18,3,32,16,1,16,0.5
19,2,32,8,1,8,0.25
20,3,16,8,1,8,0.5
21,2,16,8,1,8,0.5
25,2,16,4,1,4,0.25
26,3,16,4,1,4,0.25
30,2,16,4,1,4,0.25
33,2,16,8,1,8,0.5
36,2,32,8,1,8,0.25
37,2,32,16,1,16,0.5
41,2,16,8,1,8,0.5
43,2,16,8,1,8,0.5
46,3,16,4,1,4,0.25
47,3,16,4,1,4,0.25
48,2,32,8,1,8,0.25
2,2,32,16,1,16,0.5
5,2,32,8,1,8,0.25
6,3,16,4,1,4,0.25
8,3,16,8,1,8,0.5
9,3,16,2,1,2,0.125
10,2,32,3,1,3,0.09375
11,2,32,2,1,2,0.0625
16,3,16,8,1,8,0.5
18,2,32,2,1,2,0.0625
19,3,16,8,1,8,0.5
21,3,16,1,1,1,0.0625
22,2,16,2,1,2,0.125
23,2,16,8,1,8,0.5
26,2,16,1,1,1,0.0625
28,3,16,1,1,1,0.0625
29,3,32,2,1,2,0.0625
32,2,16,1,1,1,0.0625
35,3,32,8,1,8,0.25
37,3,32,8,1,8,0.25
38,3,16,8,1,8,0.5
39,3,16,2,1,2,0.125
42,3,16,1,1,1,0.0625
44,3,16,8,1,8,0.5
46,3,16,4,1,4,0.25
47,2,32,3,1,3,0.09375
48,3,16,2,1,2,0.125
