Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
2,3,16,0,0,1,0.0625
4,3,32,0,0,2,0.0625
7,3,32,0,0,16,0.5
8,3,32,0,0,2,0.0625
12,3,32,0,0,16,0.5
13,2,16,0,0,1,0.0625
17,2,16,0,0,2,0.125
18,2,16,0,0,1,0.0625
20,3,16,0,0,1,0.0625
24,3,16,0,0,2,0.125
28,3,32,0,0,2,0.0625
30,3,16,0,0,8,0.5
34,3,16,0,0,4,0.25
36,3,16,0,0,4,0.25
37,2,16,0,0,2,0.125
39,3,16,0,0,8,0.5
41,3,32,0,0,3,0.09375
42,3,16,0,0,1,0.0625
43,3,16,0,0,2,0.125
46,2,32,0,0,2,0.0625
1,2,16,0,0,4,0.25
2,3,16,0,0,4,0.25
3,2,32,0,0,16,0.5
4,3,32,0,0,16,0.5
10,3,32,0,0,3,0.09375
11,3,32,0,0,3,0.09375
13,2,32,0,0,3,0.09375
17,3,16,0,0,4,0.25
20,2,16,0,0,2,0.125
21,2,16,0,0,4,0.25
22,2,16,0,0,2,0.125
24,2,16,0,0,8,0.5
25,2,16,0,0,1,0.0625
26,2,32,0,0,2,0.0625
29,3,32,0,0,3,0.09375
30,3,16,0,0,8,0.5
32,3,32,0,0,3,0.09375
34,2,16,0,0,4,0.25
35,3,32,0,0,2,0.0625
37,3,32,0,0,3,0.09375
38,3,16,0,0,1,0.0625
40,3,16,0,0,1,0.0625
43,2,16,0,0,1,0.0625
44,2,32,0,0,16,0.5
47,2,16,0,0,4,0.25
