Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
4,3,16,0,0,1,0.0625
9,3,16,0,0,4,0.25
10,3,16,0,0,2,0.125
11,2,16,0,0,2,0.125
16,2,16,0,0,4,0.25
17,2,16,0,0,1,0.0625
18,3,32,0,0,3,0.09375
21,3,32,0,0,8,0.25
22,3,16,0,0,4,0.25
24,2,16,0,0,4,0.25
25,2,32,0,0,2,0.0625
26,2,16,0,0,4,0.25
28,2,16,0,0,2,0.125
30,3,16,0,0,1,0.0625
31,2,32,0,0,3,0.09375
32,3,16,0,0,1,0.0625
33,3,16,0,0,1,0.0625
35,2,16,0,0,4,0.25
37,3,16,0,0,4,0.25
38,3,32,0,0,3,0.09375
39,2,32,0,0,3,0.09375
40,3,16,0,0,1,0.0625
42,3,16,0,0,2,0.125
43,2,16,0,0,1,0.0625
44,3,32,0,0,3,0.09375
45,3,32,0,0,3,0.09375
47,3,16,0,0,1,0.0625
4,3,16,0,0,2,0.125
5,3,16,0,0,2,0.125
6,2,32,0,0,3,0.09375
7,2,16,0,0,8,0.5
8,3,16,0,0,4,0.25
9,2,16,0,0,2,0.125
12,3,16,0,0,1,0.0625
13,2,16,0,0,4,0.25
15,3,32,0,0,8,0.25
16,3,32,0,0,8,0.25
19,2,32,0,0,3,0.09375
20,2,16,0,0,1,0.0625
24,3,32,0,0,16,0.5
26,2,32,0,0,16,0.5
27,2,16,0,0,1,0.0625
31,2,16,0,0,1,0.0625
32,3,32,0,0,2,0.0625
35,2,16,0,0,2,0.125
36,3,32,0,0,16,0.5
37,3,32,0,0,3,0.09375
39,3,16,0,0,1,0.0625
41,2,32,0,0,16,0.5
43,2,16,0,0,8,0.5
46,2,16,0,0,2,0.125
