Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,3,32,0,0,3,0.09375
3,3,16,0,0,1,0.0625
15,3,32,0,0,2,0.0625
17,3,32,0,0,3,0.09375
18,3,16,0,0,2,0.125
20,3,32,0,0,16,0.5
22,2,16,0,0,1,0.0625
24,2,32,0,0,8,0.25
28,2,16,0,0,4,0.25
30,3,16,0,0,2,0.125
32,2,32,0,0,3,0.09375
39,3,16,0,0,1,0.0625
42,3,16,0,0,1,0.0625
46,3,16,0,0,1,0.0625
47,3,32,0,0,2,0.0625
1,3,32,0,0,8,0.25
2,2,16,0,0,8,0.5
3,3,16,0,0,2,0.125
4,3,16,0,0,8,0.5
5,2,16,0,0,8,0.5
7,3,16,0,0,4,0.25
8,2,16,0,0,2,0.125
10,3,32,0,0,16,0.5
11,3,16,0,0,1,0.0625
12,2,32,0,0,2,0.0625
13,2,32,0,0,3,0.09375
14,3,32,0,0,16,0.5
17,2,16,0,0,8,0.5
18,2,16,0,0,2,0.125
21,3,32,0,0,2,0.0625
22,2,16,0,0,8,0.5
24,2,32,0,0,2,0.0625
26,3,16,0,0,4,0.25
29,3,32,0,0,2,0.0625
31,2,16,0,0,2,0.125
33,3,16,0,0,1,0.0625
34,3,32,0,0,8,0.25
37,2,32,0,0,8,0.25
38,2,16,0,0,8,0.5
42,2,32,0,0,2,0.0625
