Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,2,16,0,0,4,0.25
2,2,32,0,0,2,0.0625
3,3,16,0,0,2,0.125
6,3,16,0,0,2,0.125
9,2,16,0,0,2,0.125
10,2,32,0,0,3,0.09375
12,3,32,0,0,3,0.09375
13,3,32,0,0,2,0.0625
15,2,16,0,0,2,0.125
18,2,32,0,0,2,0.0625
19,3,32,0,0,2,0.0625
20,3,32,0,0,2,0.0625
23,2,32,0,0,2,0.0625
25,3,16,0,0,1,0.0625
28,2,16,0,0,1,0.0625
32,2,32,0,0,3,0.09375
33,2,32,0,0,2,0.0625
34,2,32,0,0,2,0.0625
36,2,32,0,0,3,0.09375
39,3,32,0,0,3,0.09375
40,3,16,0,0,2,0.125
43,3,16,0,0,1,0.0625
46,3,32,0,0,3,0.09375
47,3,32,0,0,2,0.0625
48,2,16,0,0,2,0.125
2,2,32,0,0,2,0.0625
4,3,32,0,0,8,0.25
6,3,16,0,0,2,0.125
7,3,16,0,0,4,0.25
9,2,16,0,0,2,0.125
11,3,32,0,0,16,0.5
13,3,32,0,0,2,0.0625
14,2,32,0,0,16,0.5
18,2,32,0,0,2,0.0625
20,3,32,0,0,2,0.0625
23,2,32,0,0,2,0.0625
24,2,32,0,0,16,0.5
26,2,16,0,0,8,0.5
27,3,32,0,0,16,0.5
30,2,32,0,0,16,0.5
31,2,32,0,0,16,0.5
32,2,32,0,0,3,0.09375
33,2,32,0,0,2,0.0625
36,2,32,0,0,3,0.09375
39,3,32,0,0,3,0.09375
41,2,32,0,0,8,0.25
43,3,16,0,0,1,0.0625
44,3,32,0,0,16,0.5
45,2,32,0,0,16,0.5
