Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
2,3,32,0,0,2,0.0625
4,3,32,0,0,3,0.09375
6,3,16,0,0,2,0.125
8,2,32,0,0,3,0.09375
9,3,32,0,0,3,0.09375
11,3,32,0,0,2,0.0625
12,2,16,0,0,2,0.125
18,3,16,0,0,1,0.0625
22,2,16,0,0,2,0.125
23,2,16,0,0,1,0.0625
28,2,32,0,0,3,0.09375
29,3,32,0,0,2,0.0625
30,2,16,0,0,4,0.25
36,2,16,0,0,1,0.0625
38,3,32,0,0,2,0.0625
40,2,16,0,0,1,0.0625
41,2,16,0,0,1,0.0625
44,2,16,0,0,1,0.0625
45,2,32,0,0,3,0.09375
2,2,16,0,0,8,0.5
3,3,32,0,0,8,0.25
4,3,16,0,0,2,0.125
6,3,16,0,0,1,0.0625
8,3,16,0,0,1,0.0625
9,3,32,0,0,16,0.5
10,2,16,0,0,1,0.0625
15,2,32,0,0,3,0.09375
17,3,32,0,0,2,0.0625
18,3,32,0,0,2,0.0625
21,3,32,0,0,8,0.25
22,3,32,0,0,2,0.0625
24,2,16,0,0,4,0.25
28,3,32,0,0,2,0.0625
31,2,16,0,0,2,0.125
34,3,32,0,0,16,0.5
36,2,32,0,0,8,0.25
37,3,32,0,0,16,0.5
39,2,32,0,0,8,0.25
40,2,32,0,0,8,0.25
41,3,16,0,0,4,0.25
42,2,16,0,0,4,0.25
46,3,16,0,0,4,0.25
