Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
2,3,16,0,0,1,0.0625
3,2,32,0,0,2,0.0625
6,3,16,0,0,8,0.5
7,2,32,0,0,3,0.09375
11,2,32,0,0,2,0.0625
12,3,32,0,0,2,0.0625
13,2,16,0,0,2,0.125
14,2,16,0,0,2,0.125
15,2,32,0,0,2,0.0625
20,3,32,0,0,3,0.09375
21,2,16,0,0,2,0.125
22,2,32,0,0,3,0.09375
23,3,16,0,0,1,0.0625
24,3,32,0,0,3,0.09375
28,3,16,0,0,2,0.125
31,3,32,0,0,3,0.09375
32,3,32,0,0,2,0.0625
33,3,16,0,0,2,0.125
34,2,16,0,0,1,0.0625
39,3,16,0,0,2,0.125
40,2,32,0,0,2,0.0625
41,2,32,0,0,3,0.09375
42,3,16,0,0,1,0.0625
45,3,32,0,0,2,0.0625
47,2,16,0,0,1,0.0625
1,3,16,0,0,2,0.125
6,3,32,0,0,16,0.5
9,2,32,0,0,8,0.25
12,2,32,0,0,2,0.0625
14,2,16,0,0,4,0.25
15,3,16,0,0,4,0.25
16,3,32,0,0,16,0.5
17,2,32,0,0,8,0.25
19,3,16,0,0,4,0.25
20,2,32,0,0,2,0.0625
21,3,16,0,0,4,0.25
23,2,32,0,0,16,0.5
24,2,16,0,0,2,0.125
25,2,32,0,0,3,0.09375
28,3,32,0,0,3,0.09375
31,2,16,0,0,8,0.5
35,2,16,0,0,8,0.5
37,3,32,0,0,2,0.0625
38,3,16,0,0,1,0.0625
40,2,32,0,0,8,0.25
46,2,16,0,0,8,0.5
48,3,16,0,0,1,0.0625
