Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,3,16,0,0,1,0.0625
6,3,16,0,0,1,0.0625
12,3,16,0,0,2,0.125
22,3,32,0,0,2,0.0625
26,3,32,0,0,3,0.09375
29,3,32,0,0,3,0.09375
38,3,32,0,0,2,0.0625
43,3,32,0,0,2,0.0625
45,3,16,0,0,8,0.5
2,2,16,0,0,4,0.25
3,3,16,0,0,8,0.5
4,2,16,0,0,1,0.0625
5,2,32,0,0,16,0.5
7,2,32,0,0,16,0.5
8,3,16,0,0,8,0.5
10,3,16,0,0,2,0.125
14,3,16,0,0,2,0.125
15,3,16,0,0,2,0.125
17,3,32,0,0,16,0.5
18,2,32,0,0,2,0.0625
22,3,16,0,0,4,0.25
24,2,16,0,0,1,0.0625
26,2,32,0,0,8,0.25
28,3,32,0,0,8,0.25
30,2,16,0,0,4,0.25
32,3,16,0,0,1,0.0625
35,3,16,0,0,2,0.125
38,3,16,0,0,2,0.125
39,2,32,0,0,8,0.25
41,3,16,0,0,8,0.5
44,2,16,0,0,4,0.25
48,3,16,0,0,4,0.25
