Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
2,2,32,2,1,2,0.0625
3,2,16,4,1,4,0.25
4,3,32,3,1,3,0.09375
5,3,16,4,1,4,0.25
7,2,16,1,1,1,0.0625
8,2,32,3,1,3,0.09375
9,2,16,4,1,4,0.25
10,3,16,8,1,8,0.5
11,2,16,8,1,8,0.5
13,2,32,3,1,3,0.09375
14,2,32,8,1,8,0.25
15,2,16,8,1,8,0.5
16,3,32,2,1,2,0.0625
17,2,32,8,1,8,0.25
18,2,16,8,1,8,0.5
19,2,16,1,1,1,0.0625
20,3,32,8,1,8,0.25
21,2,16,1,1,1,0.0625
23,3,16,8,1,8,0.5
24,2,32,3,1,3,0.09375
25,2,32,2,1,2,0.0625
27,3,32,16,1,16,0.5
28,3,16,4,1,4,0.25
30,3,16,8,1,8,0.5
31,3,16,8,1,8,0.5
32,3,32,8,1,8,0.25
33,2,32,16,1,16,0.5
34,2,16,1,1,1,0.0625
35,2,16,8,1,8,0.5
36,3,16,4,1,4,0.25
37,2,32,8,1,8,0.25
39,3,16,4,1,4,0.25
40,2,32,3,1,3,0.09375
41,2,32,3,1,3,0.09375
42,3,16,2,1,2,0.125
44,3,16,2,1,2,0.125
46,2,16,8,1,8,0.5
47,2,32,8,1,8,0.25
48,2,16,2,1,2,0.125
1,2,32,3,1,3,0.09375
6,2,32,16,1,16,0.5
9,3,16,4,1,4,0.25
11,2,32,3,1,3,0.09375
12,3,32,3,1,3,0.09375
13,2,32,16,1,16,0.5
16,3,16,1,1,1,0.0625
19,2,32,3,1,3,0.09375
20,3,32,8,1,8,0.25
21,2,32,3,1,3,0.09375
23,3,32,8,1,8,0.25
25,3,16,1,1,1,0.0625
27,3,16,1,1,1,0.0625
29,2,32,2,1,2,0.0625
31,3,32,2,1,2,0.0625
33,3,32,2,1,2,0.0625
34,2,16,8,1,8,0.5
36,2,16,2,1,2,0.125
37,3,16,8,1,8,0.5
40,2,32,2,1,2,0.0625
42,2,16,4,1,4,0.25
43,3,32,16,1,16,0.5
45,2,16,8,1,8,0.5
46,2,32,2,1,2,0.0625
47,2,16,2,1,2,0.125
