Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,2,16,0,0,8,0.5
13,2,16,0,0,2,0.125
3,3,16,0,0,1,0.0625
5,3,16,0,0,2,0.125
9,3,16,0,0,8,0.5
12,2,32,0,0,8,0.25
19,2,16,0,0,1,0.0625
24,3,32,0,0,2,0.0625
25,3,32,0,0,16,0.5
26,3,16,0,0,8,0.5
27,3,16,0,0,2,0.125
29,3,32,0,0,3,0.09375
31,3,32,0,0,8,0.25
35,2,16,0,0,8,0.5
37,2,32,0,0,8,0.25
39,2,16,0,0,1,0.0625
40,3,16,0,0,4,0.25
41,2,32,0,0,8,0.25
42,3,32,0,0,2,0.0625
43,2,32,0,0,3,0.09375
44,3,16,0,0,2,0.125
45,3,16,0,0,1,0.0625
46,2,32,0,0,8,0.25
47,3,32,0,0,8,0.25
