Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,3,32,3,1,3,0.09375
2,3,16,8,1,8,0.5
4,2,32,16,1,16,0.5
10,2,32,8,1,8,0.25
13,2,16,8,1,8,0.5
14,2,32,8,1,8,0.25
15,3,32,8,1,8,0.25
16,3,32,16,1,16,0.5
17,2,16,8,1,8,0.5
18,3,32,2,1,2,0.0625
19,3,32,8,1,8,0.25
21,3,16,8,1,8,0.5
22,2,16,4,1,4,0.25
23,3,16,2,1,2,0.125
25,2,16,4,1,4,0.25
27,3,32,16,1,16,0.5
29,2,32,16,1,16,0.5
30,2,32,16,1,16,0.5
31,3,16,4,1,4,0.25
32,2,32,16,1,16,0.5
33,2,16,4,1,4,0.25
35,3,32,8,1,8,0.25
37,3,16,8,1,8,0.5
39,3,32,8,1,8,0.25
43,3,16,4,1,4,0.25
47,2,16,2,1,2,0.125
48,3,32,16,1,16,0.5
1,3,32,3,1,3,0.09375
2,3,16,8,1,8,0.5
3,3,16,2,1,2,0.125
9,3,16,1,1,1,0.0625
10,2,32,8,1,8,0.25
11,2,32,3,1,3,0.09375
12,2,32,3,1,3,0.09375
13,2,16,8,1,8,0.5
14,2,32,8,1,8,0.25
16,3,32,16,1,16,0.5
17,2,16,8,1,8,0.5
19,3,32,8,1,8,0.25
20,2,32,2,1,2,0.0625
21,3,16,8,1,8,0.5
25,2,16,4,1,4,0.25
28,3,16,1,1,1,0.0625
32,2,32,16,1,16,0.5
33,2,16,4,1,4,0.25
34,3,32,3,1,3,0.09375
35,3,32,8,1,8,0.25
36,2,32,2,1,2,0.0625
37,3,16,8,1,8,0.5
39,3,32,8,1,8,0.25
43,3,16,4,1,4,0.25
45,2,32,3,1,3,0.09375
