Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,2,32,3,1,3,0.09375
2,2,32,16,1,16,0.5
3,3,32,16,1,16,0.5
5,3,32,16,1,16,0.5
6,2,32,2,1,2,0.0625
7,2,16,8,1,8,0.5
8,3,16,8,1,8,0.5
12,2,32,8,1,8,0.25
13,3,32,16,1,16,0.5
14,2,16,8,1,8,0.5
15,2,32,2,1,2,0.0625
19,3,32,16,1,16,0.5
20,2,16,1,1,1,0.0625
23,2,16,2,1,2,0.125
27,2,16,8,1,8,0.5
29,2,32,16,1,16,0.5
34,3,32,16,1,16,0.5
36,2,16,8,1,8,0.5
41,3,16,4,1,4,0.25
46,2,16,4,1,4,0.25
48,3,16,4,1,4,0.25
1,3,32,16,1,16,0.5
2,2,16,4,1,4,0.25
3,2,16,2,1,2,0.125
10,3,16,1,1,1,0.0625
11,3,32,8,1,8,0.25
14,2,16,4,1,4,0.25
17,3,32,16,1,16,0.5
18,2,16,4,1,4,0.25
21,3,16,2,1,2,0.125
22,2,16,8,1,8,0.5
23,2,16,4,1,4,0.25
25,2,16,8,1,8,0.5
28,2,32,2,1,2,0.0625
29,2,16,1,1,1,0.0625
30,3,16,8,1,8,0.5
33,3,32,16,1,16,0.5
34,2,16,4,1,4,0.25
38,3,32,2,1,2,0.0625
40,3,16,1,1,1,0.0625
42,3,32,3,1,3,0.09375
44,3,32,8,1,8,0.25
45,3,32,8,1,8,0.25
47,2,16,1,1,1,0.0625
48,3,16,2,1,2,0.125
