Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,2,16,8,1,8,0.5
9,2,16,8,1,8,0.5
15,2,32,16,1,16,0.5
17,2,32,8,1,8,0.25
20,2,32,8,1,8,0.25
21,2,16,4,1,4,0.25
25,3,32,8,1,8,0.25
26,3,16,8,1,8,0.5
27,3,16,8,1,8,0.5
28,2,16,4,1,4,0.25
29,2,16,8,1,8,0.5
31,3,16,4,1,4,0.25
34,3,32,8,1,8,0.25
36,3,32,16,1,16,0.5
37,3,32,16,1,16,0.5
38,2,16,8,1,8,0.5
39,3,32,8,1,8,0.25
40,2,16,4,1,4,0.25
41,2,32,16,1,16,0.5
43,3,16,4,1,4,0.25
44,3,32,8,1,8,0.25
46,2,32,8,1,8,0.25
3,3,16,2,1,2,0.125
6,3,16,1,1,1,0.0625
7,3,32,8,1,8,0.25
9,2,32,2,1,2,0.0625
10,3,32,8,1,8,0.25
13,3,16,1,1,1,0.0625
14,2,16,1,1,1,0.0625
15,3,16,1,1,1,0.0625
18,2,16,1,1,1,0.0625
19,2,16,1,1,1,0.0625
22,3,32,3,1,3,0.09375
26,3,16,8,1,8,0.5
27,3,32,3,1,3,0.09375
29,3,16,4,1,4,0.25
33,2,32,8,1,8,0.25
35,2,16,1,1,1,0.0625
37,2,16,8,1,8,0.5
39,3,32,2,1,2,0.0625
40,2,16,2,1,2,0.125
42,3,32,2,1,2,0.0625
44,2,32,8,1,8,0.25
45,2,32,16,1,16,0.5
47,3,32,16,1,16,0.5
48,3,16,4,1,4,0.25
