Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,2,32,16,1,16,0.5
2,2,16,8,1,8,0.5
7,2,32,8,1,8,0.25
10,3,16,8,1,8,0.5
12,3,16,8,1,8,0.5
13,3,16,4,1,4,0.25
21,3,16,8,1,8,0.5
26,3,16,8,1,8,0.5
27,3,32,16,1,16,0.5
28,3,16,4,1,4,0.25
29,2,16,4,1,4,0.25
32,2,16,4,1,4,0.25
33,2,16,8,1,8,0.5
38,2,16,8,1,8,0.5
41,3,32,16,1,16,0.5
43,2,32,16,1,16,0.5
46,2,16,2,1,2,0.125
47,2,32,16,1,16,0.5
48,3,16,4,1,4,0.25
2,2,16,8,1,8,0.5
4,2,16,2,1,2,0.125
9,2,32,8,1,8,0.25
15,2,32,16,1,16,0.5
17,2,16,4,1,4,0.25
19,3,16,2,1,2,0.125
20,3,16,8,1,8,0.5
23,3,32,2,1,2,0.0625
25,2,32,8,1,8,0.25
26,2,16,8,1,8,0.5
27,3,32,8,1,8,0.25
28,3,32,8,1,8,0.25
29,3,16,1,1,1,0.0625
32,3,16,4,1,4,0.25
33,2,16,8,1,8,0.5
35,2,16,8,1,8,0.5
39,2,16,1,1,1,0.0625
40,3,16,2,1,2,0.125
42,2,32,3,1,3,0.09375
46,2,16,1,1,1,0.0625
48,2,16,4,1,4,0.25
