Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,3,32,16,1,16,0.5
2,2,32,8,1,8,0.25
3,2,32,16,1,16,0.5
4,2,32,16,1,16,0.5
6,3,16,8,1,8,0.5
7,3,16,2,1,2,0.125
8,3,16,8,1,8,0.5
11,3,32,2,1,2,0.0625
12,2,32,3,1,3,0.09375
13,2,16,8,1,8,0.5
14,2,32,16,1,16,0.5
15,3,16,2,1,2,0.125
16,3,32,8,1,8,0.25
17,3,32,2,1,2,0.0625
18,2,32,8,1,8,0.25
19,2,32,8,1,8,0.25
20,2,32,3,1,3,0.09375
21,3,32,2,1,2,0.0625
22,2,32,2,1,2,0.0625
23,2,32,8,1,8,0.25
24,3,16,8,1,8,0.5
25,3,16,1,1,1,0.0625
26,2,32,2,1,2,0.0625
27,3,16,4,1,4,0.25
28,2,16,2,1,2,0.125
29,3,16,8,1,8,0.5
30,2,32,2,1,2,0.0625
31,3,16,4,1,4,0.25
32,3,32,2,1,2,0.0625
34,2,32,8,1,8,0.25
35,3,16,4,1,4,0.25
36,2,32,3,1,3,0.09375
37,2,16,2,1,2,0.125
38,3,32,2,1,2,0.0625
39,3,16,8,1,8,0.5
40,3,32,3,1,3,0.09375
41,2,16,8,1,8,0.5
42,2,32,3,1,3,0.09375
43,3,16,4,1,4,0.25
44,2,32,2,1,2,0.0625
45,2,32,2,1,2,0.0625
46,2,16,4,1,4,0.25
47,3,32,8,1,8,0.25
48,3,32,3,1,3,0.09375
2,3,16,1,1,1,0.0625
3,3,32,8,1,8,0.25
4,2,32,3,1,3,0.09375
5,2,16,4,1,4,0.25
7,2,32,3,1,3,0.09375
9,2,32,2,1,2,0.0625
10,2,32,8,1,8,0.25
12,3,32,2,1,2,0.0625
14,3,16,1,1,1,0.0625
19,3,32,2,1,2,0.0625
20,2,32,16,1,16,0.5
26,2,32,8,1,8,0.25
27,2,32,2,1,2,0.0625
28,2,16,8,1,8,0.5
29,2,32,3,1,3,0.09375
34,2,32,2,1,2,0.0625
36,3,16,2,1,2,0.125
37,2,32,3,1,3,0.09375
38,3,32,16,1,16,0.5
42,2,32,16,1,16,0.5
43,3,16,4,1,4,0.25
45,2,16,4,1,4,0.25
46,3,16,4,1,4,0.25
