Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,2,16,2,1,2,0.125
6,2,32,16,1,16,0.5
9,3,16,8,1,8,0.5
14,2,32,8,1,8,0.25
18,3,32,8,1,8,0.25
20,2,32,2,1,2,0.0625
21,3,32,16,1,16,0.5
23,2,32,16,1,16,0.5
26,2,32,16,1,16,0.5
30,2,32,8,1,8,0.25
32,3,16,4,1,4,0.25
34,3,32,16,1,16,0.5
36,3,16,8,1,8,0.5
38,3,16,8,1,8,0.5
39,2,16,8,1,8,0.5
41,2,16,2,1,2,0.125
42,2,16,8,1,8,0.5
43,3,32,8,1,8,0.25
44,2,32,16,1,16,0.5
45,3,32,8,1,8,0.25
46,2,32,8,1,8,0.25
2,2,16,8,1,8,0.5
4,3,16,8,1,8,0.5
5,2,32,8,1,8,0.25
8,3,32,3,1,3,0.09375
9,3,32,3,1,3,0.09375
11,2,16,2,1,2,0.125
13,3,32,16,1,16,0.5
14,3,32,8,1,8,0.25
17,3,32,16,1,16,0.5
18,2,16,4,1,4,0.25
19,3,32,3,1,3,0.09375
25,2,32,8,1,8,0.25
26,2,16,8,1,8,0.5
28,3,32,16,1,16,0.5
29,2,16,2,1,2,0.125
31,2,32,3,1,3,0.09375
32,3,16,2,1,2,0.125
33,3,32,8,1,8,0.25
35,3,32,3,1,3,0.09375
36,3,32,8,1,8,0.25
38,2,32,16,1,16,0.5
40,3,16,1,1,1,0.0625
43,3,16,1,1,1,0.0625
47,2,16,8,1,8,0.5
