Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,2,16,8,1,8,0.5
4,2,32,8,1,8,0.25
17,2,32,8,1,8,0.25
19,2,16,8,1,8,0.5
21,3,16,8,1,8,0.5
22,3,16,8,1,8,0.5
28,3,32,16,1,16,0.5
29,2,32,8,1,8,0.25
32,3,16,8,1,8,0.5
35,2,32,8,1,8,0.25
36,3,16,8,1,8,0.5
40,2,32,16,1,16,0.5
41,3,16,8,1,8,0.5
46,2,32,16,1,16,0.5
47,2,32,16,1,16,0.5
48,2,32,8,1,8,0.25
10,2,16,2,1,2,0.125
12,3,16,8,1,8,0.5
13,3,32,3,1,3,0.09375
15,3,16,1,1,1,0.0625
17,3,32,8,1,8,0.25
18,2,16,2,1,2,0.125
20,2,16,2,1,2,0.125
24,3,16,4,1,4,0.25
27,2,16,1,1,1,0.0625
28,3,16,2,1,2,0.125
32,2,32,8,1,8,0.25
39,2,16,4,1,4,0.25
43,2,16,8,1,8,0.5
45,3,16,4,1,4,0.25
