Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,3,16,0,0,8,0.5
2,3,16,0,0,2,0.125
5,3,16,0,0,4,0.25
7,2,32,0,0,3,0.09375
9,3,16,0,0,1,0.0625
12,2,16,0,0,2,0.125
13,3,16,0,0,4,0.25
16,2,32,0,0,16,0.5
17,2,32,0,0,2,0.0625
18,2,16,0,0,1,0.0625
19,3,32,0,0,2,0.0625
20,3,32,0,0,16,0.5
21,3,16,0,0,4,0.25
22,2,16,0,0,1,0.0625
26,3,16,0,0,4,0.25
27,3,32,0,0,16,0.5
29,2,16,0,0,2,0.125
30,3,32,0,0,3,0.09375
33,3,32,0,0,2,0.0625
34,2,32,0,0,2,0.0625
36,2,16,0,0,4,0.25
38,3,32,0,0,16,0.5
39,3,32,0,0,16,0.5
40,2,16,0,0,4,0.25
41,3,32,0,0,2,0.0625
45,2,16,0,0,2,0.125
46,2,32,0,0,8,0.25
47,2,16,0,0,8,0.5
48,2,16,0,0,8,0.5
