34.6689	1.682859	1.0
51.5853	1.166558	1.0
58.4186	1.166242	1.0
74.519	1.182363	1.0
81.3511	1.217651	1.0
89.0021	1.316495	1.0
99.868	1.233709	1.0
142.953	1.815360	1.0
152.218	1.334295	1.0
159.868	1.367078	1.0
173.536	1.215722	1.0
180.369	1.165800	1.0
208.519	1.133392	1.0
221.001	1.367318	1.0
228.636	1.282736	1.0
236.284	2.234263	1.0
243.119	1.199892	1.0
249.951	1.667193	1.0
284.935	1.266370	1.0
292.585	2.032811	1.0
309.502	1.350101	1.0
317.152	1.199995	1.0
331.634	1.167550	1.0
338.469	0.983384	1.0
