Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,16,2,0,0.5,0.125
8,32,2,0,0.09375,0.0625
9,32,16,1,0.5,0.09375
11,16,1,0,0.5,0.0625
13,32,2,0,0.5,0.0625
16,16,4,1,0.25,0.125
29,32,16,1,0.5,0.25
