Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,16,2,0,0.5,0.125
5,32,3,1,0.09375,0.0625
8,32,2,0,0.09375,0.0625
9,32,16,1,0.5,0.09375
14,16,1,0,0.125,0.0625
27,32,2,0,0.09375,0.0625
29,32,16,1,0.5,0.25
36,16,2,0,0.25,0.125
