Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
2,2,32,2,1,2,0.0625
3,2,32,3,1,3,0.09375
6,2,32,2,1,2,0.0625
9,2,16,2,1,2,0.125
10,2,16,1,1,1,0.0625
11,2,32,3,1,3,0.09375
12,2,16,2,1,2,0.125
13,2,32,2,1,2,0.0625
15,2,32,2,1,2,0.0625
16,2,32,8,1,8,0.25
19,2,16,2,1,2,0.125
21,2,16,4,1,4,0.25
23,2,32,2,1,2,0.0625
27,2,32,2,1,2,0.0625
28,2,16,2,1,2,0.125
29,2,32,2,1,2,0.0625
33,2,16,2,1,2,0.125
35,2,16,1,1,1,0.0625
1,2,32,3,1,3,0.09375
6,2,16,8,1,8,0.5
11,2,32,8,1,8,0.25
12,2,16,8,1,8,0.5
14,2,32,8,1,8,0.25
15,2,32,2,1,2,0.0625
16,2,32,2,1,2,0.0625
18,2,32,8,1,8,0.25
19,2,16,4,1,4,0.25
21,2,32,2,1,2,0.0625
22,2,16,8,1,8,0.5
24,2,32,3,1,3,0.09375
25,2,16,8,1,8,0.5
26,2,16,1,1,1,0.0625
27,2,32,16,1,16,0.5
32,2,16,1,1,1,0.0625
34,2,16,4,1,4,0.25
35,2,16,1,1,1,0.0625
