Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,2,32,2,1,2,0.0625
4,2,16,8,1,8,0.5
5,2,16,4,1,4,0.25
11,2,16,8,1,8,0.5
15,2,16,8,1,8,0.5
20,2,16,8,1,8,0.5
21,2,16,4,1,4,0.25
22,2,16,4,1,4,0.25
23,2,32,8,1,8,0.25
24,2,32,16,1,16,0.5
25,2,16,2,1,2,0.125
26,2,32,3,1,3,0.09375
27,2,32,16,1,16,0.5
29,2,32,16,1,16,0.5
31,2,32,16,1,16,0.5
32,2,16,4,1,4,0.25
33,2,32,3,1,3,0.09375
36,2,16,8,1,8,0.5
1,2,16,1,1,1,0.0625
2,2,16,2,1,2,0.125
6,2,16,4,1,4,0.25
10,2,32,8,1,8,0.25
11,2,16,8,1,8,0.5
13,2,32,3,1,3,0.09375
14,2,16,1,1,1,0.0625
17,2,32,16,1,16,0.5
18,2,32,3,1,3,0.09375
19,2,32,2,1,2,0.0625
22,2,32,2,1,2,0.0625
24,2,32,8,1,8,0.25
27,2,32,16,1,16,0.5
28,2,16,2,1,2,0.125
29,2,32,8,1,8,0.25
30,2,16,1,1,1,0.0625
35,2,16,8,1,8,0.5
36,2,16,4,1,4,0.25
