Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,32,3,0,0.5,0.09375
5,32,8,0,0.5,0.25
7,16,1,0,0.5,0.0625
14,32,3,0,0.25,0.09375
16,16,1,0,0.25,0.0625
17,16,1,0,0.25,0.0625
18,32,3,0,0.25,0.09375
19,16,1,0,0.5,0.0625
29,16,2,1,0.125,0.0625
