Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,16,8,1,0.5,0.0625
4,32,16,1,0.5,0.25
9,32,8,1,0.25,0.0625
11,16,8,1,0.5,0.125
13,16,1,0,0.25,0.0625
15,16,8,1,0.5,0.125
34,32,16,1,0.5,0.09375
35,16,8,1,0.5,0.0625
36,16,8,1,0.5,0.0625
2,16,8,1,0.5,0.0625
4,32,16,1,0.5,0.25
9,32,8,1,0.25,0.0625
11,16,8,1,0.5,0.125
13,16,1,0,0.25,0.0625
15,16,8,1,0.5,0.125
34,32,16,1,0.5,0.09375
35,16,8,1,0.5,0.0625
36,16,8,1,0.5,0.0625
