Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
6,32,8,0,0.5,0.25
12,16,1,0,0.125,0.0625
21,32,2,0,0.5,0.0625
22,32,2,0,0.25,0.0625
23,32,2,0,0.5,0.0625
25,16,2,0,0.5,0.125
28,16,1,0,0.125,0.0625
31,16,1,0,0.25,0.0625
32,32,3,0,0.25,0.09375
33,32,2,0,0.5,0.0625
