Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
5,32,2,0,0.25,0.0625
6,16,2,0,0.25,0.125
19,32,2,0,0.09375,0.0625
21,16,1,0,0.5,0.0625
24,32,8,1,0.25,0.09375
28,32,2,0,0.5,0.0625
