Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,32,3,0,0.5,0.09375
2,16,1,0,0.25,0.0625
4,32,2,0,0.25,0.0625
6,32,3,0,0.5,0.09375
17,32,3,0,0.5,0.09375
18,16,4,0,0.5,0.25
19,32,16,1,0.5,0.25
20,32,2,0,0.09375,0.0625
29,16,2,0,0.25,0.125
30,16,4,0,0.5,0.25
35,16,1,0,0.25,0.0625
