Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
4,16,2,0,0.25,0.125
9,32,3,0,0.5,0.09375
14,32,2,0,0.25,0.0625
18,16,1,0,0.5,0.0625
22,32,8,0,0.5,0.25
26,16,1,0,0.25,0.0625
27,32,2,0,0.25,0.0625
28,32,3,0,0.25,0.09375
29,32,8,0,0.5,0.25
35,32,2,0,0.09375,0.0625
