Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,2,15,9,1,9,0.6
2,2,19,6,1,6,0.315789473684211
3,2,15,7,1,7,0.466666666666667
11,2,23,10,1,10,0.434782608695652
13,2,17,5,1,5,0.294117647058824
14,2,19,4,1,4,0.210526315789474
17,2,17,8,1,8,0.470588235294118
19,2,19,9,1,9,0.473684210526316
20,2,25,11,1,11,0.44
21,2,25,11,1,11,0.44
22,2,17,10,1,10,0.588235294117647
25,2,17,10,1,10,0.588235294117647
26,2,19,4,1,4,0.210526315789474
29,2,23,7,1,7,0.304347826086957
1,2,15,1,1,1,0.0666666666666667
2,2,19,1,1,1,0.0526315789473684
3,2,15,7,1,7,0.466666666666667
11,2,23,7,1,7,0.304347826086957
13,2,17,3,1,3,0.176470588235294
14,2,19,4,1,4,0.210526315789474
17,2,17,3,1,3,0.176470588235294
19,2,19,11,1,11,0.578947368421053
20,2,25,2,1,2,0.08
21,2,25,11,1,11,0.44
22,2,17,1,1,1,0.0588235294117647
25,2,17,8,1,8,0.470588235294118
26,2,19,1,1,1,0.0526315789473684
29,2,23,4,1,4,0.173913043478261
