Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
4,2,16,8,1,8,0.5
6,2,16,2,1,2,0.125
7,2,32,8,1,8,0.25
10,2,16,4,1,4,0.25
12,2,32,8,1,8,0.25
13,2,16,8,1,8,0.5
15,2,32,16,1,16,0.5
18,2,16,4,1,4,0.25
21,2,16,4,1,4,0.25
22,2,16,4,1,4,0.25
24,2,32,3,1,3,0.09375
25,2,16,4,1,4,0.25
27,2,16,8,1,8,0.5
30,2,16,8,1,8,0.5
31,2,16,8,1,8,0.5
32,2,32,8,1,8,0.25
34,2,16,2,1,2,0.125
35,2,32,2,1,2,0.0625
4,2,32,8,1,8,0.25
6,2,16,8,1,8,0.5
7,2,16,8,1,8,0.5
9,2,16,1,1,1,0.0625
10,2,16,2,1,2,0.125
13,2,32,16,1,16,0.5
14,2,32,3,1,3,0.09375
20,2,16,8,1,8,0.5
22,2,32,2,1,2,0.0625
23,2,32,3,1,3,0.09375
25,2,16,4,1,4,0.25
27,2,16,8,1,8,0.5
28,2,16,1,1,1,0.0625
29,2,16,4,1,4,0.25
30,2,16,8,1,8,0.5
31,2,16,1,1,1,0.0625
33,2,16,4,1,4,0.25
34,2,32,3,1,3,0.09375
