Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
3,2,16,2,1,2,0.125
8,2,16,4,1,4,0.25
9,2,16,2,1,2,0.125
10,2,32,8,1,8,0.25
12,2,32,8,1,8,0.25
15,2,16,8,1,8,0.5
17,2,32,16,1,16,0.5
18,2,16,4,1,4,0.25
21,2,32,16,1,16,0.5
23,2,32,16,1,16,0.5
25,2,16,2,1,2,0.125
28,2,16,4,1,4,0.25
30,2,32,3,1,3,0.09375
31,2,32,8,1,8,0.25
33,2,16,4,1,4,0.25
34,2,16,8,1,8,0.5
35,2,16,4,1,4,0.25
36,2,16,4,1,4,0.25
5,2,32,2,1,2,0.0625
8,2,16,4,1,4,0.25
10,2,32,2,1,2,0.0625
11,2,16,1,1,1,0.0625
13,2,16,8,1,8,0.5
15,2,32,2,1,2,0.0625
20,2,16,4,1,4,0.25
21,2,32,16,1,16,0.5
24,2,16,1,1,1,0.0625
25,2,16,4,1,4,0.25
26,2,16,8,1,8,0.5
29,2,16,4,1,4,0.25
30,2,16,8,1,8,0.5
31,2,16,4,1,4,0.25
32,2,32,8,1,8,0.25
33,2,16,1,1,1,0.0625
35,2,32,2,1,2,0.0625
36,2,32,16,1,16,0.5
