Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
5,2,16,1,1,1,0.0625
7,2,32,2,1,2,0.0625
9,2,16,1,1,1,0.0625
10,2,16,4,1,4,0.25
13,2,32,2,1,2,0.0625
14,2,32,2,1,2,0.0625
21,2,32,8,1,8,0.25
22,2,32,2,1,2,0.0625
23,2,32,8,1,8,0.25
24,2,32,2,1,2,0.0625
25,2,32,3,1,3,0.09375
26,2,32,2,1,2,0.0625
28,2,16,1,1,1,0.0625
31,2,16,1,1,1,0.0625
33,2,32,3,1,3,0.09375
34,2,32,3,1,3,0.09375
36,2,16,4,1,4,0.25
1,2,16,1,1,1,0.0625
2,2,16,2,1,2,0.125
6,2,32,16,1,16,0.5
7,2,16,8,1,8,0.5
10,2,32,16,1,16,0.5
11,2,16,2,1,2,0.125
12,2,16,2,1,2,0.125
14,2,32,2,1,2,0.0625
19,2,16,1,1,1,0.0625
20,2,32,3,1,3,0.09375
21,2,32,3,1,3,0.09375
23,2,32,2,1,2,0.0625
25,2,32,8,1,8,0.25
30,2,16,4,1,4,0.25
32,2,16,8,1,8,0.5
33,2,32,2,1,2,0.0625
34,2,32,8,1,8,0.25
36,2,16,2,1,2,0.125
