Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,2,16,2,1,2,0.125
2,2,16,4,1,4,0.25
4,2,32,8,1,8,0.25
6,2,32,8,1,8,0.25
8,2,32,16,1,16,0.5
12,2,16,4,1,4,0.25
14,2,32,3,1,3,0.09375
15,2,16,8,1,8,0.5
18,2,16,8,1,8,0.5
19,2,16,4,1,4,0.25
21,2,32,16,1,16,0.5
23,2,16,1,1,1,0.0625
25,2,16,8,1,8,0.5
28,2,32,2,1,2,0.0625
31,2,16,2,1,2,0.125
33,2,32,3,1,3,0.09375
34,2,32,8,1,8,0.25
1,2,16,4,1,4,0.25
2,2,16,4,1,4,0.25
4,2,32,16,1,16,0.5
6,2,32,3,1,3,0.09375
8,2,32,2,1,2,0.0625
12,2,16,2,1,2,0.125
14,2,32,3,1,3,0.09375
15,2,16,8,1,8,0.5
18,2,16,8,1,8,0.5
19,2,16,8,1,8,0.5
21,2,32,8,1,8,0.25
23,2,16,2,1,2,0.125
25,2,16,2,1,2,0.125
27,2,16,2,1,2,0.125
28,2,32,8,1,8,0.25
31,2,16,2,1,2,0.125
33,2,32,3,1,3,0.09375
34,2,32,2,1,2,0.0625
