Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,2,32,16,1,16,0.5
2,2,32,3,1,3,0.09375
7,2,16,4,1,4,0.25
8,2,16,2,1,2,0.125
9,2,16,1,1,1,0.0625
12,2,16,2,1,2,0.125
17,2,16,2,1,2,0.125
19,2,16,8,1,8,0.5
21,2,32,16,1,16,0.5
23,2,32,16,1,16,0.5
30,2,16,8,1,8,0.5
33,2,16,1,1,1,0.0625
34,2,16,4,1,4,0.25
35,2,16,2,1,2,0.125
1,2,16,8,1,8,0.5
3,2,32,3,1,3,0.09375
8,2,32,8,1,8,0.25
10,2,32,8,1,8,0.25
11,2,16,2,1,2,0.125
13,2,32,16,1,16,0.5
15,2,16,8,1,8,0.5
18,2,16,1,1,1,0.0625
25,2,16,2,1,2,0.125
26,2,16,8,1,8,0.5
27,2,32,2,1,2,0.0625
30,2,32,16,1,16,0.5
31,2,16,1,1,1,0.0625
33,2,16,2,1,2,0.125
36,2,16,1,1,1,0.0625
