Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
5,19,4,0,0.578947368421053,0.210526315789474
10,17,5,0,0.588235294117647,0.294117647058824
15,25,2,0,0.2,0.08
19,23,10,1,0.434782608695652,0.173913043478261
20,17,5,1,0.294117647058824,0.176470588235294
23,19,9,0,0.578947368421053,0.473684210526316
25,25,11,1,0.44,0.08
26,15,1,0,0.6,0.0666666666666667
12,17,1,0,0.176470588235294,0.0588235294117647
13,17,1,0,0.176470588235294,0.0588235294117647
14,19,6,0,0.578947368421053,0.315789473684211
18,21,4,0,0.428571428571429,0.19047619047619
26,17,5,0,0.470588235294118,0.294117647058824
