Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
3,16,1,0,0.125,0.0625
9,32,2,0,0.5,0.0625
15,32,3,0,0.5,0.09375
21,16,1,0,0.125,0.0625
28,16,2,0,0.25,0.125
34,16,4,0,0.5,0.25
36,16,2,0,0.5,0.125
