Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,32,2,0,0.09375,0.0625
3,16,1,0,0.25,0.0625
13,32,3,0,0.25,0.09375
14,16,2,0,0.25,0.125
16,16,1,0,0.125,0.0625
26,16,1,0,0.5,0.0625
27,16,4,0,0.5,0.25
32,32,8,0,0.5,0.25
35,16,1,0,0.125,0.0625
