Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
7,2,32,16,1,16,0.5
8,2,32,16,1,16,0.5
10,2,16,8,1,8,0.5
11,2,16,8,1,8,0.5
14,2,16,4,1,4,0.25
17,2,16,2,1,2,0.125
21,2,16,4,1,4,0.25
26,2,16,4,1,4,0.25
28,2,16,4,1,4,0.25
30,2,16,8,1,8,0.5
31,2,32,8,1,8,0.25
32,2,32,16,1,16,0.5
33,2,32,8,1,8,0.25
34,2,16,2,1,2,0.125
35,2,32,16,1,16,0.5
36,2,32,3,1,3,0.09375
2,2,32,16,1,16,0.5
4,2,16,1,1,1,0.0625
5,2,32,8,1,8,0.25
8,2,32,8,1,8,0.25
11,2,32,16,1,16,0.5
12,2,16,4,1,4,0.25
13,2,16,1,1,1,0.0625
16,2,16,8,1,8,0.5
21,2,16,1,1,1,0.0625
22,2,32,2,1,2,0.0625
24,2,16,2,1,2,0.125
26,2,16,4,1,4,0.25
28,2,16,2,1,2,0.125
29,2,16,8,1,8,0.5
30,2,32,16,1,16,0.5
32,2,16,2,1,2,0.125
34,2,16,4,1,4,0.25
35,2,32,8,1,8,0.25
