Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
10,16,1,0,0.5,0.0625
19,32,3,0,0.25,0.09375
20,32,2,0,0.5,0.0625
26,16,1,0,0.25,0.0625
27,16,1,0,0.5,0.0625
31,32,8,0,0.5,0.25
