Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
2,2,16,1,1,1,0.0625
3,2,16,1,1,1,0.0625
7,2,16,1,1,1,0.0625
8,2,16,2,1,2,0.125
10,2,16,1,1,1,0.0625
11,2,32,2,1,2,0.0625
12,2,32,2,1,2,0.0625
15,2,32,2,1,2,0.0625
18,2,16,2,1,2,0.125
21,2,32,2,1,2,0.0625
23,2,16,1,1,1,0.0625
26,2,16,1,1,1,0.0625
27,2,32,3,1,3,0.09375
28,2,32,3,1,3,0.09375
30,2,16,1,1,1,0.0625
32,2,32,3,1,3,0.09375
33,2,32,8,1,8,0.25
6,2,32,2,1,2,0.0625
9,2,32,8,1,8,0.25
10,2,32,3,1,3,0.09375
12,2,16,4,1,4,0.25
14,2,32,2,1,2,0.0625
15,2,16,2,1,2,0.125
18,2,32,2,1,2,0.0625
19,2,16,4,1,4,0.25
21,2,32,16,1,16,0.5
22,2,16,4,1,4,0.25
23,2,16,2,1,2,0.125
24,2,16,8,1,8,0.5
25,2,32,2,1,2,0.0625
27,2,32,8,1,8,0.25
30,2,32,8,1,8,0.25
32,2,32,16,1,16,0.5
33,2,16,8,1,8,0.5
34,2,16,8,1,8,0.5
